品目,品目名,輸出入,年月,暦年月,第１単位,第２単位,当月第１数量,当月第２数量,当月金額,累計第１数量,累計第２数量,累計金額
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202505,'2025/05,,KG,,4568089,8787951,,25122465,50805416
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202506,'2025/06,,KG,,5186115,10275963,,30308580,61081379
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202507,'2025/07,,KG,,5564558,11311825,,35873138,72393204
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202508,'2025/08,,KG,,4522185,9022761,,40395323,81415965
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202509,'2025/09,,KG,,5522814,11049839,,45918137,92465804
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202510,'2025/10,,KG,,5228865,10300786,,51147002,102766590
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202511,'2025/11,,KG,,4796700,9679026,,55943702,112445616
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202512,'2025/12,,KG,,5952826,11812813,,61896528,124258429
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202601,'2026/01,,KG,,4538912,9297330,,4538912,9297330
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202602,'2026/02,,KG,,4964007,10113242,,9502919,19410572
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202603,'2026/03,,KG,,5822685,12027691,,15325604,31438263
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202604,'2026/04,,KG,,5835759,12302544,,21161363,43740807
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202605,'2026/05,,KG,,5042877,10234200,,26204240,53975007
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202606,'2026/06,,KG,,5521936,11730546,,31726176,65705553
8708.94-000,ステアリングホイール・コラム・ボックス,輸出,202607,'2026/07,,KG,,5694496,12207678,,37420672,77913231
8708.95-000,安全エアバッグ及びその部分品,輸出,202201,'2022/01,,KG,,1476971,2898963,,1476971,2898963
8708.95-000,安全エアバッグ及びその部分品,輸出,202202,'2022/02,,KG,,1748209,3798280,,3225180,6697243
8708.95-000,安全エアバッグ及びその部分品,輸出,202203,'2022/03,,KG,,2277788,4388889,,5502968,11086132
8708.95-000,安全エアバッグ及びその部分品,輸出,202204,'2022/04,,KG,,1978161,3817821,,7481129,14903953
8708.95-000,安全エアバッグ及びその部分品,輸出,202205,'2022/05,,KG,,1523559,3237914,,9004688,18141867
8708.95-000,安全エアバッグ及びその部分品,輸出,202206,'2022/06,,KG,,1826549,3856288,,10831237,21998155
8708.95-000,安全エアバッグ及びその部分品,輸出,202207,'2022/07,,KG,,1746602,3693761,,12577839,25691916
8708.95-000,安全エアバッグ及びその部分品,輸出,202208,'2022/08,,KG,,1563888,3438888,,14141727,29130804
8708.95-000,安全エアバッグ及びその部分品,輸出,202209,'2022/09,,KG,,1689792,3808801,,15831519,32939605
8708.95-000,安全エアバッグ及びその部分品,輸出,202210,'2022/10,,KG,,1971897,4691882,,17803416,37631487
8708.95-000,安全エアバッグ及びその部分品,輸出,202211,'2022/11,,KG,,1742672,3743288,,19546088,41374775
8708.95-000,安全エアバッグ及びその部分品,輸出,202212,'2022/12,,KG,,1910360,4066755,,21456448,45441530
8708.95-000,安全エアバッグ及びその部分品,輸出,202301,'2023/01,,KG,,1339788,2885399,,1339788,2885399
8708.95-000,安全エアバッグ及びその部分品,輸出,202302,'2023/02,,KG,,1510733,3314114,,2850521,6199513
8708.95-000,安全エアバッグ及びその部分品,輸出,202303,'2023/03,,KG,,1782208,3968478,,4632729,10167991
8708.95-000,安全エアバッグ及びその部分品,輸出,202304,'2023/04,,KG,,1526055,3085869,,6158784,13253860
8708.95-000,安全エアバッグ及びその部分品,輸出,202305,'2023/05,,KG,,1265332,2866355,,7424116,16120215
8708.95-000,安全エアバッグ及びその部分品,輸出,202306,'2023/06,,KG,,1561708,3458855,,8985824,19579070
8708.95-000,安全エアバッグ及びその部分品,輸出,202307,'2023/07,,KG,,1476461,3462316,,10462285,23041386
8708.95-000,安全エアバッグ及びその部分品,輸出,202308,'2023/08,,KG,,1493299,3245988,,11955584,26287374
8708.95-000,安全エアバッグ及びその部分品,輸出,202309,'2023/09,,KG,,1692699,3748852,,13648283,30036226
8708.95-000,安全エアバッグ及びその部分品,輸出,202310,'2023/10,,KG,,1844287,4131769,,15492570,34167995
8708.95-000,安全エアバッグ及びその部分品,輸出,202311,'2023/11,,KG,,1509509,3577698,,17002079,37745693
8708.95-000,安全エアバッグ及びその部分品,輸出,202312,'2023/12,,KG,,1774292,3989544,,18776371,41735237
8708.95-000,安全エアバッグ及びその部分品,輸出,202401,'2024/01,,KG,,1395615,2891888,,1395615,2891888
8708.95-000,安全エアバッグ及びその部分品,輸出,202402,'2024/02,,KG,,1593139,3407108,,2988754,6298996
8708.95-000,安全エアバッグ及びその部分品,輸出,202403,'2024/03,,KG,,1752755,3810776,,4741509,10109772
8708.95-000,安全エアバッグ及びその部分品,輸出,202404,'2024/04,,KG,,1546698,3367983,,6288207,13477755
8708.95-000,安全エアバッグ及びその部分品,輸出,202405,'2024/05,,KG,,1453167,3084918,,7741374,16562673
8708.95-000,安全エアバッグ及びその部分品,輸出,202406,'2024/06,,KG,,1536537,3199942,,9277911,19762615
8708.95-000,安全エアバッグ及びその部分品,輸出,202407,'2024/07,,KG,,1545878,3600697,,10823789,23363312
8708.95-000,安全エアバッグ及びその部分品,輸出,202408,'2024/08,,KG,,1545954,3290269,,12369743,26653581
8708.95-000,安全エアバッグ及びその部分品,輸出,202409,'2024/09,,KG,,1736914,3536471,,14106657,30190052
8708.95-000,安全エアバッグ及びその部分品,輸出,202410,'2024/10,,KG,,1554344,3364153,,15661001,33554205
8708.95-000,安全エアバッグ及びその部分品,輸出,202411,'2024/11,,KG,,1410266,2973465,,17071267,36527670
8708.95-000,安全エアバッグ及びその部分品,輸出,202412,'2024/12,,KG,,1696376,3608387,,18767643,40136057
8708.95-000,安全エアバッグ及びその部分品,輸出,202501,'2025/01,,KG,,1301112,2731635,,1301112,2731635
8708.95-000,安全エアバッグ及びその部分品,輸出,202502,'2025/02,,KG,,1491067,3153970,,2792179,5885605
8708.95-000,安全エアバッグ及びその部分品,輸出,202503,'2025/03,,KG,,1848015,3874450,,4640194,9760055
8708.95-000,安全エアバッグ及びその部分品,輸出,202504,'2025/04,,KG,,1654803,3617282,,6294997,13377337
8708.95-000,安全エアバッグ及びその部分品,輸出,202505,'2025/05,,KG,,1465285,3045639,,7760282,16422976
8708.95-000,安全エアバッグ及びその部分品,輸出,202506,'2025/06,,KG,,1546069,3235734,,9306351,19658710
8708.95-000,安全エアバッグ及びその部分品,輸出,202507,'2025/07,,KG,,1642175,3694363,,10948526,23353073
8708.95-000,安全エアバッグ及びその部分品,輸出,202508,'2025/08,,KG,,1411877,2866570,,12360403,26219643
8708.95-000,安全エアバッグ及びその部分品,輸出,202509,'2025/09,,KG,,1687421,3450090,,14047824,29669733
8708.95-000,安全エアバッグ及びその部分品,輸出,202510,'2025/10,,KG,,1816120,3711087,,15863944,33380820
8708.95-000,安全エアバッグ及びその部分品,輸出,202511,'2025/11,,KG,,1650739,3531791,,17514683,36912611
8708.95-000,安全エアバッグ及びその部分品,輸出,202512,'2025/12,,KG,,1710939,3697575,,19225622,40610186
8708.95-000,安全エアバッグ及びその部分品,輸出,202601,'2026/01,,KG,,1490219,3117241,,1490219,3117241
8708.95-000,安全エアバッグ及びその部分品,輸出,202602,'2026/02,,KG,,1462315,3200509,,2952534,6317750
8708.95-000,安全エアバッグ及びその部分品,輸出,202603,'2026/03,,KG,,1723782,3788278,,4676316,10106028
8708.95-000,安全エアバッグ及びその部分品,輸出,202604,'2026/04,,KG,,1716473,3776188,,6392789,13882216
8708.95-000,安全エアバッグ及びその部分品,輸出,202605,'2026/05,,KG,,1475729,3241985,,7868518,17124201
8708.95-000,安全エアバッグ及びその部分品,輸出,202606,'2026/06,,KG,,1705151,3669601,,9573669,20793802
8708.95-000,安全エアバッグ及びその部分品,輸出,202607,'2026/07,,KG,,1640035,3530831,,11213704,24324633
8708.99-100,その他の部分品（特定部品）,輸出,202201,'2022/01,,KG,,210542,344848,,210542,344848
8708.99-100,その他の部分品（特定部品）,輸出,202202,'2022/02,,KG,,310314,555514,,520856,900362
8708.99-100,その他の部分品（特定部品）,輸出,202203,'2022/03,,KG,,268139,476895,,788995,1377257
8708.99-100,その他の部分品（特定部品）,輸出,202204,'2022/04,,KG,,256991,465042,,1045986,1842299
8708.99-100,その他の部分品（特定部品）,輸出,202205,'2022/05,,KG,,262477,444187,,1308463,2286486
8708.99-100,その他の部分品（特定部品）,輸出,202206,'2022/06,,KG,,363679,685493,,1672142,2971979
8708.99-100,その他の部分品（特定部品）,輸出,202207,'2022/07,,KG,,245525,438551,,1917667,3410530
8708.99-100,その他の部分品（特定部品）,輸出,202208,'2022/08,,KG,,219268,448253,,2136935,3858783
8708.99-100,その他の部分品（特定部品）,輸出,202209,'2022/09,,KG,,223798,504459,,2360733,4363242
8708.99-100,その他の部分品（特定部品）,輸出,202210,'2022/10,,KG,,274023,579284,,2634756,4942526
8708.99-100,その他の部分品（特定部品）,輸出,202211,'2022/11,,KG,,374970,650876,,3009726,5593402
8708.99-100,その他の部分品（特定部品）,輸出,202212,'2022/12,,KG,,278209,484136,,3287935,6077538
8708.99-100,その他の部分品（特定部品）,輸出,202301,'2023/01,,KG,,188582,339586,,188582,339586
8708.99-100,その他の部分品（特定部品）,輸出,202302,'2023/02,,KG,,231481,413213,,420063,752799
8708.99-100,その他の部分品（特定部品）,輸出,202303,'2023/03,,KG,,266168,486953,,686231,1239752
8708.99-100,その他の部分品（特定部品）,輸出,202304,'2023/04,,KG,,236163,491016,,922394,1730768
8708.99-100,その他の部分品（特定部品）,輸出,202305,'2023/05,,KG,,265022,518945,,1187416,2249713
8708.99-100,その他の部分品（特定部品）,輸出,202306,'2023/06,,KG,,210802,583979,,1398218,2833692
8708.99-100,その他の部分品（特定部品）,輸出,202307,'2023/07,,KG,,192620,423188,,1590838,3256880
8708.99-100,その他の部分品（特定部品）,輸出,202308,'2023/08,,KG,,185545,395463,,1776383,3652343
8708.99-100,その他の部分品（特定部品）,輸出,202309,'2023/09,,KG,,198035,459887,,1974418,4112230
8708.99-100,その他の部分品（特定部品）,輸出,202310,'2023/10,,KG,,259208,673074,,2233626,4785304
8708.99-100,その他の部分品（特定部品）,輸出,202311,'2023/11,,KG,,213889,476795,,2447515,5262099
8708.99-100,その他の部分品（特定部品）,輸出,202312,'2023/12,,KG,,235680,475871,,2683195,5737970
8708.99-100,その他の部分品（特定部品）,輸出,202401,'2024/01,,KG,,118863,267366,,118863,267366
8708.99-100,その他の部分品（特定部品）,輸出,202402,'2024/02,,KG,,181277,482050,,300140,749416
8708.99-100,その他の部分品（特定部品）,輸出,202403,'2024/03,,KG,,259350,566735,,559490,1316151
8708.99-100,その他の部分品（特定部品）,輸出,202404,'2024/04,,KG,,204909,557614,,764399,1873765
8708.99-100,その他の部分品（特定部品）,輸出,202405,'2024/05,,KG,,143450,397742,,907849,2271507
8708.99-100,その他の部分品（特定部品）,輸出,202406,'2024/06,,KG,,190628,382453,,1098477,2653960
8708.99-100,その他の部分品（特定部品）,輸出,202407,'2024/07,,KG,,127471,334276,,1225948,2988236
8708.99-100,その他の部分品（特定部品）,輸出,202408,'2024/08,,KG,,143819,330641,,1369767,3318877
8708.99-100,その他の部分品（特定部品）,輸出,202409,'2024/09,,KG,,159841,428241,,1529608,3747118
8708.99-100,その他の部分品（特定部品）,輸出,202410,'2024/10,,KG,,224815,464618,,1754423,4211736
8708.99-100,その他の部分品（特定部品）,輸出,202411,'2024/11,,KG,,182576,384168,,1936999,4595904
8708.99-100,その他の部分品（特定部品）,輸出,202412,'2024/12,,KG,,214972,386626,,2151971,4982530
8708.99-100,その他の部分品（特定部品）,輸出,202501,'2025/01,,KG,,126635,278523,,126635,278523
8708.99-100,その他の部分品（特定部品）,輸出,202502,'2025/02,,KG,,153921,365941,,280556,644464
8708.99-100,その他の部分品（特定部品）,輸出,202503,'2025/03,,KG,,193120,462900,,473676,1107364
8708.99-100,その他の部分品（特定部品）,輸出,202504,'2025/04,,KG,,133161,344835,,606837,1452199
8708.99-100,その他の部分品（特定部品）,輸出,202505,'2025/05,,KG,,141291,361616,,748128,1813815
8708.99-100,その他の部分品（特定部品）,輸出,202506,'2025/06,,KG,,176246,333077,,924374,2146892
8708.99-100,その他の部分品（特定部品）,輸出,202507,'2025/07,,KG,,147477,343155,,1071851,2490047
8708.99-100,その他の部分品（特定部品）,輸出,202508,'2025/08,,KG,,176940,416947,,1248791,2906994
8708.99-100,その他の部分品（特定部品）,輸出,202509,'2025/09,,KG,,187312,451897,,1436103,3358891
8708.99-100,その他の部分品（特定部品）,輸出,202510,'2025/10,,KG,,179219,433826,,1615322,3792717
8708.99-100,その他の部分品（特定部品）,輸出,202511,'2025/11,,KG,,220625,540131,,1835947,4332848
8708.99-100,その他の部分品（特定部品）,輸出,202512,'2025/12,,KG,,211358,525324,,2047305,4858172
8708.99-100,その他の部分品（特定部品）,輸出,202601,'2026/01,,KG,,153206,352415,,153206,352415
8708.99-100,その他の部分品（特定部品）,輸出,202602,'2026/02,,KG,,189800,480548,,343006,832963
8708.99-100,その他の部分品（特定部品）,輸出,202603,'2026/03,,KG,,159183,462063,,502189,1295026
8708.99-100,その他の部分品（特定部品）,輸出,202604,'2026/04,,KG,,174717,452349,,676906,1747375
8708.99-100,その他の部分品（特定部品）,輸出,202605,'2026/05,,KG,,127689,337041,,804595,2084416
8708.99-100,その他の部分品（特定部品）,輸出,202606,'2026/06,,KG,,173813,445276,,978408,2529692
8708.99-100,その他の部分品（特定部品）,輸出,202607,'2026/07,,KG,,157083,401160,,1135491,2930852
8708.99-900,その他の部分品（その他）,輸出,202201,'2022/01,,KG,,23799119,25125270,,23799119,25125270
8708.99-900,その他の部分品（その他）,輸出,202202,'2022/02,,KG,,27795559,30216982,,51594678,55342252
8708.99-900,その他の部分品（その他）,輸出,202203,'2022/03,,KG,,34346998,38198709,,85941676,93540961
8708.99-900,その他の部分品（その他）,輸出,202204,'2022/04,,KG,,32974172,36291651,,118915848,129832612
8708.99-900,その他の部分品（その他）,輸出,202205,'2022/05,,KG,,28821245,30085492,,147737093,159918104
8708.99-900,その他の部分品（その他）,輸出,202206,'2022/06,,KG,,33147497,35845211,,180884590,195763315
8708.99-900,その他の部分品（その他）,輸出,202207,'2022/07,,KG,,32261732,34533696,,213146322,230297011
