品目,品目名,輸出入,年月,暦年月,第１単位,第２単位,当月第１数量,当月第２数量,当月金額,累計第１数量,累計第２数量,累計金額
8708.80-000,サスペンションシステム及び部分品,輸入,202210,'2022/10,,KG,,5104220,4499616,,42742456,36428172
8708.80-000,サスペンションシステム及び部分品,輸入,202211,'2022/11,,KG,,4785590,4457598,,47528046,40885770
8708.80-000,サスペンションシステム及び部分品,輸入,202212,'2022/12,,KG,,4183174,3818338,,51711220,44704108
8708.80-000,サスペンションシステム及び部分品,輸入,202301,'2023/01,,KG,,5246331,4462315,,5246331,4462315
8708.80-000,サスペンションシステム及び部分品,輸入,202302,'2023/02,,KG,,4298802,3613763,,9545133,8076078
8708.80-000,サスペンションシステム及び部分品,輸入,202303,'2023/03,,KG,,5002795,4214006,,14547928,12290084
8708.80-000,サスペンションシステム及び部分品,輸入,202304,'2023/04,,KG,,4391505,3849832,,18939433,16139916
8708.80-000,サスペンションシステム及び部分品,輸入,202305,'2023/05,,KG,,4781708,3915689,,23721141,20055605
8708.80-000,サスペンションシステム及び部分品,輸入,202306,'2023/06,,KG,,5418683,4605664,,29139824,24661269
8708.80-000,サスペンションシステム及び部分品,輸入,202307,'2023/07,,KG,,5374234,4642089,,34514058,29303358
8708.80-000,サスペンションシステム及び部分品,輸入,202308,'2023/08,,KG,,5178944,4597622,,39693002,33900980
8708.80-000,サスペンションシステム及び部分品,輸入,202309,'2023/09,,KG,,5631974,4891648,,45324976,38792628
8708.80-000,サスペンションシステム及び部分品,輸入,202310,'2023/10,,KG,,6216242,5328903,,51541218,44121531
8708.80-000,サスペンションシステム及び部分品,輸入,202311,'2023/11,,KG,,6141547,5278362,,57682765,49399893
8708.80-000,サスペンションシステム及び部分品,輸入,202312,'2023/12,,KG,,5158940,4366679,,62841705,53766572
8708.80-000,サスペンションシステム及び部分品,輸入,202401,'2024/01,,KG,,5924621,5063752,,5924621,5063752
8708.80-000,サスペンションシステム及び部分品,輸入,202402,'2024/02,,KG,,5527861,5499174,,11452482,10562926
8708.80-000,サスペンションシステム及び部分品,輸入,202403,'2024/03,,KG,,5234733,4934140,,16687215,15497066
8708.80-000,サスペンションシステム及び部分品,輸入,202404,'2024/04,,KG,,5135146,4899983,,21822361,20397049
8708.80-000,サスペンションシステム及び部分品,輸入,202405,'2024/05,,KG,,6124836,5831878,,27947197,26228927
8708.80-000,サスペンションシステム及び部分品,輸入,202406,'2024/06,,KG,,6140319,5950851,,34087516,32179778
8708.80-000,サスペンションシステム及び部分品,輸入,202407,'2024/07,,KG,,6051645,6107543,,40139161,38287321
8708.80-000,サスペンションシステム及び部分品,輸入,202408,'2024/08,,KG,,4739776,4571194,,44878937,42858515
8708.80-000,サスペンションシステム及び部分品,輸入,202409,'2024/09,,KG,,6351966,6070175,,51230903,48928690
8708.80-000,サスペンションシステム及び部分品,輸入,202410,'2024/10,,KG,,6359852,6257360,,57590755,55186050
8708.80-000,サスペンションシステム及び部分品,輸入,202411,'2024/11,,KG,,5422845,5646405,,63013600,60832455
8708.80-000,サスペンションシステム及び部分品,輸入,202412,'2024/12,,KG,,5745055,5579678,,68758655,66412133
8708.80-000,サスペンションシステム及び部分品,輸入,202501,'2025/01,,KG,,6461113,6767186,,6461113,6767186
8708.80-000,サスペンションシステム及び部分品,輸入,202502,'2025/02,,KG,,5435208,5880281,,11896321,12647467
8708.80-000,サスペンションシステム及び部分品,輸入,202503,'2025/03,,KG,,5313902,5974921,,17210223,18622388
8708.80-000,サスペンションシステム及び部分品,輸入,202504,'2025/04,,KG,,5306857,5716265,,22517080,24338653
8708.80-000,サスペンションシステム及び部分品,輸入,202505,'2025/05,,KG,,5986689,6422419,,28503769,30761072
8708.80-000,サスペンションシステム及び部分品,輸入,202506,'2025/06,,KG,,5701106,6109945,,34204875,36871017
8708.80-000,サスペンションシステム及び部分品,輸入,202507,'2025/07,,KG,,6074534,6437925,,40279409,43308942
8708.80-000,サスペンションシステム及び部分品,輸入,202508,'2025/08,,KG,,4679710,5599760,,44959119,48908702
8708.80-000,サスペンションシステム及び部分品,輸入,202509,'2025/09,,KG,,6436822,6650670,,51395941,55559372
8708.80-000,サスペンションシステム及び部分品,輸入,202510,'2025/10,,KG,,5915366,6469789,,57311307,62029161
8708.80-000,サスペンションシステム及び部分品,輸入,202511,'2025/11,,KG,,5969173,6996717,,63280480,69025878
8708.80-000,サスペンションシステム及び部分品,輸入,202512,'2025/12,,KG,,5467450,6484394,,68747930,75510272
8708.80-000,サスペンションシステム及び部分品,輸入,202601,'2026/01,,KG,,6252116,9514661,,6252116,9514661
8708.80-000,サスペンションシステム及び部分品,輸入,202602,'2026/02,,KG,,6315911,7285912,,12568027,16800573
8708.80-000,サスペンションシステム及び部分品,輸入,202603,'2026/03,,KG,,6156386,7223692,,18724413,24024265
8708.80-000,サスペンションシステム及び部分品,輸入,202604,'2026/04,,KG,,5962660,7342995,,24687073,31367260
8708.80-000,サスペンションシステム及び部分品,輸入,202605,'2026/05,,KG,,5900739,7714469,,30587812,39081729
8708.80-000,サスペンションシステム及び部分品,輸入,202606,'2026/06,,KG,,6882667,8122807,,37470479,47204536
8708.80-000,サスペンションシステム及び部分品,輸入,202607,'2026/07,,KG,,7085704,8483712,,44556183,55688248
8708.91-000,ラジエーター及びその部分品,輸入,202201,'2022/01,,KG,,523996,1130604,,523996,1130604
8708.91-000,ラジエーター及びその部分品,輸入,202202,'2022/02,,KG,,408639,818923,,932635,1949527
8708.91-000,ラジエーター及びその部分品,輸入,202203,'2022/03,,KG,,531185,1088152,,1463820,3037679
8708.91-000,ラジエーター及びその部分品,輸入,202204,'2022/04,,KG,,527060,1102985,,1990880,4140664
8708.91-000,ラジエーター及びその部分品,輸入,202205,'2022/05,,KG,,490039,1195722,,2480919,5336386
8708.91-000,ラジエーター及びその部分品,輸入,202206,'2022/06,,KG,,655037,1462008,,3135956,6798394
8708.91-000,ラジエーター及びその部分品,輸入,202207,'2022/07,,KG,,693030,1601125,,3828986,8399519
8708.91-000,ラジエーター及びその部分品,輸入,202208,'2022/08,,KG,,724416,1701525,,4553402,10101044
8708.91-000,ラジエーター及びその部分品,輸入,202209,'2022/09,,KG,,822507,1946161,,5375909,12047205
8708.91-000,ラジエーター及びその部分品,輸入,202210,'2022/10,,KG,,899569,2054242,,6275478,14101447
8708.91-000,ラジエーター及びその部分品,輸入,202211,'2022/11,,KG,,824104,1946783,,7099582,16048230
8708.91-000,ラジエーター及びその部分品,輸入,202212,'2022/12,,KG,,745961,1804794,,7845543,17853024
8708.91-000,ラジエーター及びその部分品,輸入,202301,'2023/01,,KG,,858201,1959491,,858201,1959491
8708.91-000,ラジエーター及びその部分品,輸入,202302,'2023/02,,KG,,806523,1772497,,1664724,3731988
8708.91-000,ラジエーター及びその部分品,輸入,202303,'2023/03,,KG,,949228,2073764,,2613952,5805752
8708.91-000,ラジエーター及びその部分品,輸入,202304,'2023/04,,KG,,1020824,2073340,,3634776,7879092
8708.91-000,ラジエーター及びその部分品,輸入,202305,'2023/05,,KG,,1039223,2166663,,4673999,10045755
8708.91-000,ラジエーター及びその部分品,輸入,202306,'2023/06,,KG,,1020720,2127553,,5694719,12173308
8708.91-000,ラジエーター及びその部分品,輸入,202307,'2023/07,,KG,,1009336,2203429,,6704055,14376737
8708.91-000,ラジエーター及びその部分品,輸入,202308,'2023/08,,KG,,987805,2031046,,7691860,16407783
8708.91-000,ラジエーター及びその部分品,輸入,202309,'2023/09,,KG,,1061145,2229667,,8753005,18637450
8708.91-000,ラジエーター及びその部分品,輸入,202310,'2023/10,,KG,,1091617,2347203,,9844622,20984653
8708.91-000,ラジエーター及びその部分品,輸入,202311,'2023/11,,KG,,1237541,2623687,,11082163,23608340
8708.91-000,ラジエーター及びその部分品,輸入,202312,'2023/12,,KG,,913521,1926880,,11995684,25535220
8708.91-000,ラジエーター及びその部分品,輸入,202401,'2024/01,,KG,,1056747,2237236,,1056747,2237236
8708.91-000,ラジエーター及びその部分品,輸入,202402,'2024/02,,KG,,1008522,2134457,,2065269,4371693
8708.91-000,ラジエーター及びその部分品,輸入,202403,'2024/03,,KG,,1015360,2125056,,3080629,6496749
8708.91-000,ラジエーター及びその部分品,輸入,202404,'2024/04,,KG,,920225,2091071,,4000854,8587820
8708.91-000,ラジエーター及びその部分品,輸入,202405,'2024/05,,KG,,970924,2100890,,4971778,10688710
8708.91-000,ラジエーター及びその部分品,輸入,202406,'2024/06,,KG,,862057,2094167,,5833835,12782877
8708.91-000,ラジエーター及びその部分品,輸入,202407,'2024/07,,KG,,844553,2145186,,6678388,14928063
8708.91-000,ラジエーター及びその部分品,輸入,202408,'2024/08,,KG,,933592,2251419,,7611980,17179482
8708.91-000,ラジエーター及びその部分品,輸入,202409,'2024/09,,KG,,1004984,2514915,,8616964,19694397
8708.91-000,ラジエーター及びその部分品,輸入,202410,'2024/10,,KG,,1028527,2375758,,9645491,22070155
8708.91-000,ラジエーター及びその部分品,輸入,202411,'2024/11,,KG,,896923,2093383,,10542414,24163538
8708.91-000,ラジエーター及びその部分品,輸入,202412,'2024/12,,KG,,899425,2198575,,11441839,26362113
8708.91-000,ラジエーター及びその部分品,輸入,202501,'2025/01,,KG,,1091992,2394590,,1091992,2394590
8708.91-000,ラジエーター及びその部分品,輸入,202502,'2025/02,,KG,,760405,1838668,,1852397,4233258
8708.91-000,ラジエーター及びその部分品,輸入,202503,'2025/03,,KG,,969639,2360618,,2822036,6593876
8708.91-000,ラジエーター及びその部分品,輸入,202504,'2025/04,,KG,,839872,1934498,,3661908,8528374
8708.91-000,ラジエーター及びその部分品,輸入,202505,'2025/05,,KG,,951428,2066312,,4613336,10594686
8708.91-000,ラジエーター及びその部分品,輸入,202506,'2025/06,,KG,,934809,2224705,,5548145,12819391
8708.91-000,ラジエーター及びその部分品,輸入,202507,'2025/07,,KG,,1108643,2696747,,6656788,15516138
8708.91-000,ラジエーター及びその部分品,輸入,202508,'2025/08,,KG,,836276,1871480,,7493064,17387618
8708.91-000,ラジエーター及びその部分品,輸入,202509,'2025/09,,KG,,1006329,2395296,,8499393,19782914
8708.91-000,ラジエーター及びその部分品,輸入,202510,'2025/10,,KG,,972402,2169585,,9471795,21952499
8708.91-000,ラジエーター及びその部分品,輸入,202511,'2025/11,,KG,,964797,2174519,,10436592,24127018
8708.91-000,ラジエーター及びその部分品,輸入,202512,'2025/12,,KG,,847659,1876004,,11284251,26003022
8708.91-000,ラジエーター及びその部分品,輸入,202601,'2026/01,,KG,,1122841,2548373,,1122841,2548373
8708.91-000,ラジエーター及びその部分品,輸入,202602,'2026/02,,KG,,966153,2316714,,2088994,4865087
8708.91-000,ラジエーター及びその部分品,輸入,202603,'2026/03,,KG,,907412,2064437,,2996406,6929524
8708.91-000,ラジエーター及びその部分品,輸入,202604,'2026/04,,KG,,901206,2063241,,3897612,8992765
8708.91-000,ラジエーター及びその部分品,輸入,202605,'2026/05,,KG,,925311,2098299,,4822923,11091064
8708.91-000,ラジエーター及びその部分品,輸入,202606,'2026/06,,KG,,877045,2173069,,5699968,13264133
8708.91-000,ラジエーター及びその部分品,輸入,202607,'2026/07,,KG,,1062961,2444451,,6762929,15708584
8708.92-000,消音器（マフラー）及び排気管,輸入,202201,'2022/01,,KG,,1010559,1489781,,1010559,1489781
8708.92-000,消音器（マフラー）及び排気管,輸入,202202,'2022/02,,KG,,1090951,1476055,,2101510,2965836
8708.92-000,消音器（マフラー）及び排気管,輸入,202203,'2022/03,,KG,,1074394,1531473,,3175904,4497309
8708.92-000,消音器（マフラー）及び排気管,輸入,202204,'2022/04,,KG,,1036197,1559070,,4212101,6056379
8708.92-000,消音器（マフラー）及び排気管,輸入,202205,'2022/05,,KG,,1017690,1607749,,5229791,7664128
8708.92-000,消音器（マフラー）及び排気管,輸入,202206,'2022/06,,KG,,1154348,1841968,,6384139,9506096
8708.92-000,消音器（マフラー）及び排気管,輸入,202207,'2022/07,,KG,,957395,1414572,,7341534,10920668
8708.92-000,消音器（マフラー）及び排気管,輸入,202208,'2022/08,,KG,,1060514,1655586,,8402048,12576254
8708.92-000,消音器（マフラー）及び排気管,輸入,202209,'2022/09,,KG,,1131299,1838599,,9533347,14414853
8708.92-000,消音器（マフラー）及び排気管,輸入,202210,'2022/10,,KG,,1366805,2108215,,10900152,16523068
8708.92-000,消音器（マフラー）及び排気管,輸入,202211,'2022/11,,KG,,1166113,1813999,,12066265,18337067
8708.92-000,消音器（マフラー）及び排気管,輸入,202212,'2022/12,,KG,,1064085,1577287,,13130350,19914354
8708.92-000,消音器（マフラー）及び排気管,輸入,202301,'2023/01,,KG,,1275374,1880644,,1275374,1880644
8708.92-000,消音器（マフラー）及び排気管,輸入,202302,'2023/02,,KG,,993372,1539305,,2268746,3419949
8708.92-000,消音器（マフラー）及び排気管,輸入,202303,'2023/03,,KG,,1261821,1856181,,3530567,5276130
8708.92-000,消音器（マフラー）及び排気管,輸入,202304,'2023/04,,KG,,941623,1330166,,4472190,6606296
8708.92-000,消音器（マフラー）及び排気管,輸入,202305,'2023/05,,KG,,1265146,1891137,,5737336,8497433
8708.92-000,消音器（マフラー）及び排気管,輸入,202306,'2023/06,,KG,,1372311,2183856,,7109647,10681289
8708.92-000,消音器（マフラー）及び排気管,輸入,202307,'2023/07,,KG,,1217577,1787111,,8327224,12468400
8708.92-000,消音器（マフラー）及び排気管,輸入,202308,'2023/08,,KG,,1140259,1813629,,9467483,14282029
8708.92-000,消音器（マフラー）及び排気管,輸入,202309,'2023/09,,KG,,1426991,2139819,,10894474,16421848
8708.92-000,消音器（マフラー）及び排気管,輸入,202310,'2023/10,,KG,,1370725,2102026,,12265199,18523874
8708.92-000,消音器（マフラー）及び排気管,輸入,202311,'2023/11,,KG,,1369100,2076254,,13634299,20600128
8708.92-000,消音器（マフラー）及び排気管,輸入,202312,'2023/12,,KG,,1165724,1757664,,14800023,22357792
8708.92-000,消音器（マフラー）及び排気管,輸入,202401,'2024/01,,KG,,1326054,1927795,,1326054,1927795
8708.92-000,消音器（マフラー）及び排気管,輸入,202402,'2024/02,,KG,,1272192,1778822,,2598246,3706617
8708.92-000,消音器（マフラー）及び排気管,輸入,202403,'2024/03,,KG,,1009731,1714150,,3607977,5420767
8708.92-000,消音器（マフラー）及び排気管,輸入,202404,'2024/04,,KG,,1146253,1900920,,4754230,7321687
8708.92-000,消音器（マフラー）及び排気管,輸入,202405,'2024/05,,KG,,1279694,2084423,,6033924,9406110
8708.92-000,消音器（マフラー）及び排気管,輸入,202406,'2024/06,,KG,,1138114,2065042,,7172038,11471152
8708.92-000,消音器（マフラー）及び排気管,輸入,202407,'2024/07,,KG,,1160039,1913992,,8332077,13385144
8708.92-000,消音器（マフラー）及び排気管,輸入,202408,'2024/08,,KG,,998844,1702565,,9330921,15087709
8708.92-000,消音器（マフラー）及び排気管,輸入,202409,'2024/09,,KG,,1187061,1722344,,10517982,16810053
8708.92-000,消音器（マフラー）及び排気管,輸入,202410,'2024/10,,KG,,1226647,1858022,,11744629,18668075
8708.92-000,消音器（マフラー）及び排気管,輸入,202411,'2024/11,,KG,,1238122,1818573,,12982751,20486648
8708.92-000,消音器（マフラー）及び排気管,輸入,202412,'2024/12,,KG,,978322,1524519,,13961073,22011167
8708.92-000,消音器（マフラー）及び排気管,輸入,202501,'2025/01,,KG,,1419275,2099943,,1419275,2099943
8708.92-000,消音器（マフラー）及び排気管,輸入,202502,'2025/02,,KG,,1033751,1657252,,2453026,3757195
8708.92-000,消音器（マフラー）及び排気管,輸入,202503,'2025/03,,KG,,1072940,1717767,,3525966,5474962
8708.92-000,消音器（マフラー）及び排気管,輸入,202504,'2025/04,,KG,,988504,1550400,,4514470,7025362
8708.92-000,消音器（マフラー）及び排気管,輸入,202505,'2025/05,,KG,,1181831,1848943,,5696301,8874305
8708.92-000,消音器（マフラー）及び排気管,輸入,202506,'2025/06,,KG,,1076902,1742712,,6773203,10617017
8708.92-000,消音器（マフラー）及び排気管,輸入,202507,'2025/07,,KG,,1208831,2101267,,7982034,12718284
8708.92-000,消音器（マフラー）及び排気管,輸入,202508,'2025/08,,KG,,949638,1550807,,8931672,14269091
8708.92-000,消音器（マフラー）及び排気管,輸入,202509,'2025/09,,KG,,1202442,2050407,,10134114,16319498
8708.92-000,消音器（マフラー）及び排気管,輸入,202510,'2025/10,,KG,,1091556,1715045,,11225670,18034543
8708.92-000,消音器（マフラー）及び排気管,輸入,202511,'2025/11,,KG,,1102076,1813802,,12327746,19848345
8708.92-000,消音器（マフラー）及び排気管,輸入,202512,'2025/12,,KG,,1040715,1716817,,13368461,21565162
8708.92-000,消音器（マフラー）及び排気管,輸入,202601,'2026/01,,KG,,1409760,2321566,,1409760,2321566
8708.92-000,消音器（マフラー）及び排気管,輸入,202602,'2026/02,,KG,,1132083,1785460,,2541843,4107026
8708.92-000,消音器（マフラー）及び排気管,輸入,202603,'2026/03,,KG,,1123861,1861514,,3665704,5968540
8708.92-000,消音器（マフラー）及び排気管,輸入,202604,'2026/04,,KG,,1025529,1750395,,4691233,7718935
8708.92-000,消音器（マフラー）及び排気管,輸入,202605,'2026/05,,KG,,947690,1693959,,5638923,9412894
8708.92-000,消音器（マフラー）及び排気管,輸入,202606,'2026/06,,KG,,1229521,2112613,,6868444,11525507
8708.92-000,消音器（マフラー）及び排気管,輸入,202607,'2026/07,,KG,,1174040,2054562,,8042484,13580069
8708.93-000,クラッチ及びその部分品,輸入,202201,'2022/01,,KG,,1626800,2113157,,1626800,2113157
8708.93-000,クラッチ及びその部分品,輸入,202202,'2022/02,,KG,,1614314,2225381,,3241114,4338538
8708.93-000,クラッチ及びその部分品,輸入,202203,'2022/03,,KG,,1812980,2517696,,5054094,6856234
8708.93-000,クラッチ及びその部分品,輸入,202204,'2022/04,,KG,,1479846,2078962,,6533940,8935196
8708.93-000,クラッチ及びその部分品,輸入,202205,'2022/05,,KG,,1962314,2460200,,8496254,11395396
8708.93-000,クラッチ及びその部分品,輸入,202206,'2022/06,,KG,,1855607,2740915,,10351861,14136311
8708.93-000,クラッチ及びその部分品,輸入,202207,'2022/07,,KG,,2082216,3519456,,12434077,17655767
8708.93-000,クラッチ及びその部分品,輸入,202208,'2022/08,,KG,,1640051,2342965,,14074128,19998732
8708.93-000,クラッチ及びその部分品,輸入,202209,'2022/09,,KG,,1766949,2504810,,15841077,22503542
8708.93-000,クラッチ及びその部分品,輸入,202210,'2022/10,,KG,,2018909,2574662,,17859986,25078204
8708.93-000,クラッチ及びその部分品,輸入,202211,'2022/11,,KG,,1625298,2209218,,19485284,27287422
8708.93-000,クラッチ及びその部分品,輸入,202212,'2022/12,,KG,,1884373,2587739,,21369657,29875161
8708.93-000,クラッチ及びその部分品,輸入,202301,'2023/01,,KG,,2096791,2768878,,2096791,2768878
8708.93-000,クラッチ及びその部分品,輸入,202302,'2023/02,,KG,,1638684,2456233,,3735475,5225111
8708.93-000,クラッチ及びその部分品,輸入,202303,'2023/03,,KG,,1838804,2564255,,5574279,7789366
8708.93-000,クラッチ及びその部分品,輸入,202304,'2023/04,,KG,,1648841,2212820,,7223120,10002186
8708.93-000,クラッチ及びその部分品,輸入,202305,'2023/05,,KG,,1559684,2245285,,8782804,12247471
8708.93-000,クラッチ及びその部分品,輸入,202306,'2023/06,,KG,,2014173,2964478,,10796977,15211949
8708.93-000,クラッチ及びその部分品,輸入,202307,'2023/07,,KG,,1837841,2861403,,12634818,18073352
8708.93-000,クラッチ及びその部分品,輸入,202308,'2023/08,,KG,,2202895,2886338,,14837713,20959690
8708.93-000,クラッチ及びその部分品,輸入,202309,'2023/09,,KG,,2129435,3411856,,16967148,24371546
8708.93-000,クラッチ及びその部分品,輸入,202310,'2023/10,,KG,,2028311,2824338,,18995459,27195884
8708.93-000,クラッチ及びその部分品,輸入,202311,'2023/11,,KG,,2252203,3620363,,21247662,30816247
8708.93-000,クラッチ及びその部分品,輸入,202312,'2023/12,,KG,,1610349,2486449,,22858011,33302696
8708.93-000,クラッチ及びその部分品,輸入,202401,'2024/01,,KG,,1786172,2753727,,1786172,2753727
8708.93-000,クラッチ及びその部分品,輸入,202402,'2024/02,,KG,,1962179,2915695,,3748351,5669422
8708.93-000,クラッチ及びその部分品,輸入,202403,'2024/03,,KG,,1816582,2989177,,5564933,8658599
8708.93-000,クラッチ及びその部分品,輸入,202404,'2024/04,,KG,,1760219,2655699,,7325152,11314298
8708.93-000,クラッチ及びその部分品,輸入,202405,'2024/05,,KG,,2161491,3346547,,9486643,14660845
8708.93-000,クラッチ及びその部分品,輸入,202406,'2024/06,,KG,,1978447,3201725,,11465090,17862570
8708.93-000,クラッチ及びその部分品,輸入,202407,'2024/07,,KG,,2054853,3249403,,13519943,21111973
8708.93-000,クラッチ及びその部分品,輸入,202408,'2024/08,,KG,,1585731,2476101,,15105674,23588074
8708.93-000,クラッチ及びその部分品,輸入,202409,'2024/09,,KG,,1722532,2632861,,16828206,26220935
8708.93-000,クラッチ及びその部分品,輸入,202410,'2024/10,,KG,,1860373,2821128,,18688579,29042063
8708.93-000,クラッチ及びその部分品,輸入,202411,'2024/11,,KG,,1529914,2576851,,20218493,31618914
8708.93-000,クラッチ及びその部分品,輸入,202412,'2024/12,,KG,,1513442,2553616,,21731935,34172530
8708.93-000,クラッチ及びその部分品,輸入,202501,'2025/01,,KG,,2078618,3356962,,2078618,3356962
8708.93-000,クラッチ及びその部分品,輸入,202502,'2025/02,,KG,,1645578,2486747,,3724196,5843709
8708.93-000,クラッチ及びその部分品,輸入,202503,'2025/03,,KG,,1655355,2480070,,5379551,8323779
8708.93-000,クラッチ及びその部分品,輸入,202504,'2025/04,,KG,,1839668,2631151,,7219219,10954930
8708.93-000,クラッチ及びその部分品,輸入,202505,'2025/05,,KG,,2086798,3053586,,9306017,14008516
8708.93-000,クラッチ及びその部分品,輸入,202506,'2025/06,,KG,,2109034,3057856,,11415051,17066372
8708.93-000,クラッチ及びその部分品,輸入,202507,'2025/07,,KG,,2230224,3167242,,13645275,20233614
8708.93-000,クラッチ及びその部分品,輸入,202508,'2025/08,,KG,,1831178,2639732,,15476453,22873346
8708.93-000,クラッチ及びその部分品,輸入,202509,'2025/09,,KG,,2103569,3236506,,17580022,26109852
8708.93-000,クラッチ及びその部分品,輸入,202510,'2025/10,,KG,,2136002,3300149,,19716024,29410001
8708.93-000,クラッチ及びその部分品,輸入,202511,'2025/11,,KG,,2136853,3149582,,21852877,32559583
8708.93-000,クラッチ及びその部分品,輸入,202512,'2025/12,,KG,,1978187,3204689,,23831064,35764272
8708.93-000,クラッチ及びその部分品,輸入,202601,'2026/01,,KG,,2341506,3668562,,2341506,3668562
8708.93-000,クラッチ及びその部分品,輸入,202602,'2026/02,,KG,,2010724,3061379,,4352230,6729941
8708.93-000,クラッチ及びその部分品,輸入,202603,'2026/03,,KG,,2042715,3291634,,6394945,10021575
8708.93-000,クラッチ及びその部分品,輸入,202604,'2026/04,,KG,,2007125,3089002,,8402070,13110577
8708.93-000,クラッチ及びその部分品,輸入,202605,'2026/05,,KG,,1672296,2590950,,10074366,15701527
8708.93-000,クラッチ及びその部分品,輸入,202606,'2026/06,,KG,,2037687,3001800,,12112053,18703327
8708.93-000,クラッチ及びその部分品,輸入,202607,'2026/07,,KG,,2202468,3547105,,14314521,22250432
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202201,'2022/01,,KG,,2304033,4471129,,2304033,4471129
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202202,'2022/02,,KG,,2529243,4532916,,4833276,9004045
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202203,'2022/03,,KG,,2510626,4737054,,7343902,13741099
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202204,'2022/04,,KG,,2091514,3646501,,9435416,17387600
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202205,'2022/05,,KG,,2187415,4016193,,11622831,21403793
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202206,'2022/06,,KG,,2113275,4235849,,13736106,25639642
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202207,'2022/07,,KG,,1892209,4377428,,15628315,30017070
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202208,'2022/08,,KG,,2053638,4241162,,17681953,34258232
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202209,'2022/09,,KG,,2185852,5229846,,19867805,39488078
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202210,'2022/10,,KG,,2279594,4870871,,22147399,44358949
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202211,'2022/11,,KG,,2175961,4884556,,24323360,49243505
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202212,'2022/12,,KG,,2003898,4201139,,26327258,53444644
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202301,'2023/01,,KG,,2281687,6016013,,2281687,6016013
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202302,'2023/02,,KG,,2274358,5687405,,4556045,11703418
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202303,'2023/03,,KG,,2650599,6501335,,7206644,18204753
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202304,'2023/04,,KG,,2042505,4791356,,9249149,22996109
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202305,'2023/05,,KG,,2350075,5602243,,11599224,28598352
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202306,'2023/06,,KG,,2367089,6207543,,13966313,34805895
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202307,'2023/07,,KG,,2140303,5382545,,16106616,40188440
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202308,'2023/08,,KG,,2173376,5397703,,18279992,45586143
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202309,'2023/09,,KG,,2529880,6967443,,20809872,52553586
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202310,'2023/10,,KG,,2552745,6760978,,23362617,59314564
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202311,'2023/11,,KG,,2527846,6784530,,25890463,66099094
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202312,'2023/12,,KG,,1991747,5396497,,27882210,71495591
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202401,'2024/01,,KG,,2544015,7349399,,2544015,7349399
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202402,'2024/02,,KG,,2516468,7271007,,5060483,14620406
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202403,'2024/03,,KG,,2314596,7108411,,7375079,21728817
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202404,'2024/04,,KG,,2043317,5661574,,9418396,27390391
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202405,'2024/05,,KG,,2402954,7194482,,11821350,34584873
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202406,'2024/06,,KG,,2539677,7381035,,14361027,41965908
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202407,'2024/07,,KG,,2749718,7854193,,17110745,49820101
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202408,'2024/08,,KG,,2452760,7002934,,19563505,56823035
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202409,'2024/09,,KG,,2495913,7066347,,22059418,63889382
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202410,'2024/10,,KG,,3215328,8813050,,25274746,72702432
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202411,'2024/11,,KG,,2786636,7886324,,28061382,80588756
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202412,'2024/12,,KG,,2578173,7699492,,30639555,88288248
8708.94-000,ステアリングホイール・コラム・ボックス,輸入,202501,'2025/01,,KG,,3079176,9257068,,3079176,9257068
